web-scraper-order;web-scraper-start-url;links;links-href;prijs;slaapkamers;bewoonbare_ruimte;grond;bouwjaar;conditie;badkamers;energieklasse;postcode;image1;image2
1653074692-90;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/herent/3020/9884588?searchId=6287eabb03d5c;€ 640.000;5 slaapkamers;225;216;2019;Uitstekende staat;2 badkamers;A;3020;https://media-resize.immowebstatic.be/classifieds/7a20c224-37ad-4e6e-bc1c-44a5e57596f3/736x736/20546f37880fa71432e2f9d096c44ed8.jpg?cache=20220429203036;https://media-resize.immowebstatic.be/classifieds/7a20c224-37ad-4e6e-bc1c-44a5e57596f3/300x300/9691c9d6f0d495a835094f7fd5d920d8.jpg?cache=20220429203036
1653074512-17;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/bruxelles/1000/9907032?searchId=6287ea24e336a;€ 695.000;5 slaapkamers;215;97;1899;Op te frissen;2 badkamers;G;1000;https://media-resize.immowebstatic.be/classifieds/86c35671-3db9-4cd3-9a78-92097c38ea62/736x736/98431e57ec6a697945f2952fdf42e8a4.jpg?cache=20220512070116;https://media-resize.immowebstatic.be/classifieds/86c35671-3db9-4cd3-9a78-92097c38ea62/300x300/814c884ef6959a72824589fb018c5da5.jpg?cache=20220512070116
1653074535-26;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/tongeren/3700/9904321?searchId=6287ea24e336a;€ 220.000;2 slaapkamers;150;314;1890;Op te frissen;1 badkamer;D;3700;https://static.immoweb.be/photos/0/9/9/0/4/3/2/1/9904321_1.jpg?cache=20220510190343;https://static.immoweb.be/photos/0/9/9/0/4/3/2/1/M_9904321_2.jpg?cache=20220510190343
1653074624-61;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Gebouw voor gemengd gebruik;https://www.immoweb.be/nl/zoekertje/gebouw-gemengd-gebruik/te-koop/ukkel/1180/9834123?searchId=6287eabb03d5c;€ 1.250.000;3 slaapkamers;475;220;1930;Uitstekende staat;2 badkamers;E;1180;https://static.immoweb.be/photos/0/9/8/3/4/1/2/3/9834123_1.jpg?cache=20220331055843;https://static.immoweb.be/photos/0/9/8/3/4/1/2/3/M_9834123_2.jpg?cache=20220331055843
1653074730-105;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/sint-pieters-leeuw/1601/9432542?searchId=6287eb046601d;€ 550.000;5 slaapkamers;315;523;1930;Uitstekende staat;2 badkamers;B;1601;https://static.immoweb.be/photos/0/9/4/3/2/5/4/2/9432542_1.jpg?cache=20210715174354;https://static.immoweb.be/photos/0/9/4/3/2/5/4/2/M_9432542_2.jpg?cache=20210714160843
1653074646-70;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Herenhuis;https://www.immoweb.be/nl/zoekertje/herenhuis/te-koop/gent/9000/9873568?searchId=6287eabb03d5c;€ 850.000;4 slaapkamers;396;175;1835;Goed;3 badkamers;C;9000;https://media-resize.immowebstatic.be/classifieds/c1056b8c-c017-46dd-aabd-a1b8c50accd2/736x736/27b4c8e850cba0df76821652a81fbb79.jpg?cache=20220424160248;https://media-resize.immowebstatic.be/classifieds/c1056b8c-c017-46dd-aabd-a1b8c50accd2/300x300/1ac0ed3f2c80cd3672b348ece850791d.jpg?cache=20220424160248
1653074678-84;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/brugge/8000/9873731?searchId=6287eabb03d5c;€ 675.000;3 slaapkamers;205;126;2022;Net gerenoveerd;3 badkamers;B;8000;https://static.immoweb.be/photos/0/9/8/7/3/7/3/1/9873731_1.jpg?cache=20220424232852;https://static.immoweb.be/photos/0/9/8/7/3/7/3/1/M_9873731_2.jpg?cache=20220424232852
1653074549-31;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/boortmeerbeek/3190/9880252?searchId=6287ea7090a5c;€ 495.000;5 slaapkamers;231;566;;Uitstekende staat;1 badkamer;B;3190;https://media-resize.immowebstatic.be/classifieds/a4d24fec-a40b-4a1d-b0eb-f5a09ec06311/736x736/9351f3957bc813f14cd4f631e1f6e45b.jpg?cache=20220427211938;https://media-resize.immowebstatic.be/classifieds/a4d24fec-a40b-4a1d-b0eb-f5a09ec06311/300x300/483384a71fccb4d325180ce7bb389ca3.jpg?cache=20220427211938
1653074573-41;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/kessel-lo/3010/9913440?searchId=6287ea7090a5c;€ 399.000;2 slaapkamers;145;90;;Uitstekende staat;2 badkamers;B;3010;https://media-resize.immowebstatic.be/classifieds/4bc7bfa9-ec57-4ba1-a56c-7d979e7f30bb/736x736/cddab2c3760be07db1a87e5f3291b790.jpg?cache=20220515142036;https://media-resize.immowebstatic.be/classifieds/4bc7bfa9-ec57-4ba1-a56c-7d979e7f30bb/300x300/639ff5fb8b36fa81f972b0d82f63acbf.jpg?cache=20220515142036
1653074522-21;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/riemst/3770/9907116?searchId=6287ea24e336a;€ 259.000;3 slaapkamers;205;324;1918;Goed;1 badkamer;E;3770;https://static.immoweb.be/photos/0/9/9/0/7/1/1/6/9907116_1.jpg?cache=20220511225901;https://static.immoweb.be/photos/0/9/9/0/7/1/1/6/M_9907116_2.jpg?cache=20220511225901
1653074557-34;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/vilvoorde/1800/9921598?searchId=6287ea7090a5c;€ 375.000;3 slaapkamers;144;125;1931;Goed;2 badkamers;D;1800;https://media-resize.immowebstatic.be/classifieds/0054316d-4afb-4c36-9b5f-00486c033be6/736x736/8cdc6f61b4a84f10febe3b36d3352ae1.jpg?cache=20220520085614;https://media-resize.immowebstatic.be/classifieds/0054316d-4afb-4c36-9b5f-00486c033be6/300x300/0064e561bc957994b19f0afb412ba34b.jpg?cache=20220520085614
1653074499-12;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Uitzonderlijk vastgoed;https://www.immoweb.be/nl/zoekertje/uitzonderlijk-vastgoed/te-koop/mechelen/2800/9912836?searchId=6287ea24e336a;€ 695.000;4 slaapkamers;305;1461;2010;Uitstekende staat;1 badkamer;B;2800;https://media-resize.immowebstatic.be/classifieds/62172645-bec4-46fd-827a-21d990c386d8/736x736/8117b0ae0f5613e73d59a11fb90dfc46.jpg?cache=20220514095608;https://media-resize.immowebstatic.be/classifieds/62172645-bec4-46fd-827a-21d990c386d8/300x300/95b3cdcadb11045037a96d1ab68fdf40.jpg?cache=20220514095608
1653074716-99;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/eigenbrakel/1420/9806386?searchId=6287eb046601d;€ 590.000;4 slaapkamers;200;1015;1998;Goed;2 badkamers;C;1420;https://static.immoweb.be/photos/0/9/8/0/6/3/8/6/9806386_1.jpg?cache=20220315134845;https://static.immoweb.be/photos/0/9/8/0/6/3/8/6/M_9806386_2.jpg?cache=20220324040402
1653074688-88;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/schilde/2970/9839572?searchId=6287eabb03d5c;€ 645.000;5 slaapkamers;277;500;1989;Uitstekende staat;2 badkamers;B;2970;https://media-resize.immowebstatic.be/classifieds/7516fc37-3622-4d87-b3ee-0413148d1995/736x736/1e0c726dbd84ee7c8e492eba842e98d1.jpg?cache=20220402220651;https://media-resize.immowebstatic.be/classifieds/7516fc37-3622-4d87-b3ee-0413148d1995/300x300/d4830f10a68e06de659ca67c653a60e3.jpg?cache=20220402220651
1653074525-22;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/meulebeke/8760/9904325?searchId=6287ea24e336a;€ 298.000;4 slaapkamers;206;290;1971;Goed;2 badkamers;B;8760;https://static.immoweb.be/photos/0/9/9/0/4/3/2/5/9904325_1.jpg?cache=20220510190349;https://static.immoweb.be/photos/0/9/9/0/4/3/2/5/M_9904325_2.jpg?cache=20220510190350
1653074597-51;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ouffet/4590/9924182?searchId=6287ea7090a5c;€ 415.000;4 slaapkamers;185;1132;;Uitstekende staat;1 badkamer;E;4590;https://static.immoweb.be/photos/0/9/9/2/4/1/8/2/9924182_1.jpg?cache=20220520131359;https://static.immoweb.be/photos/0/9/9/2/4/1/8/2/M_9924182_2.jpg?cache=20220520131359
1653074478-3;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/waregem/8793/9920121?searchId=6287ea24e336a;€ 473.000;4 slaapkamers;270;550;1974;Goed;2 badkamers;D;8793;https://static.immoweb.be/photos/0/9/9/2/0/1/2/1/9920121_1.jpg?cache=20220518204346;https://static.immoweb.be/photos/0/9/9/2/0/1/2/1/M_9920121_2.jpg?cache=20220518204346
1653074539-28;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Landhuis;https://www.immoweb.be/nl/zoekertje/landhuis/te-koop/vloesberg/7880/9921416?searchId=6287ea24e336a;€ 665.000;5 slaapkamers;300;6570;;Op te frissen;2 badkamers;G;7880;https://static.immoweb.be/photos/0/9/9/2/1/4/1/6/9921416_1.jpg?cache=20220519113845;https://static.immoweb.be/photos/0/9/9/2/1/4/1/6/M_9921416_2.jpg?cache=20220519113845
1653074571-40;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/vaux-sur-sure/6640/9916441?searchId=6287ea7090a5c;€ 315.000;4 slaapkamers;253;1200;1964;Op te frissen;1 badkamer;F;6640;https://media-resize.immowebstatic.be/classifieds/8f2e0e43-65d9-48cb-a2c6-85319389dfc4/736x736/ef5c43efb018310de42ec6a1629be239.jpg?cache=20220517081513;https://media-resize.immowebstatic.be/classifieds/8f2e0e43-65d9-48cb-a2c6-85319389dfc4/300x300/a764bdb813336a166c73863b13c2674a.jpg?cache=20220517081513
1653074674-82;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/anderlecht/1070/9391667?searchId=6287eabb03d5c;€ 699.000;6 slaapkamers;370;185;1900;Te renoveren;1 badkamer;F;1070;https://static.immoweb.be/photos/0/9/3/9/1/6/6/7/9391667_1.jpg?cache=20210618084400;https://static.immoweb.be/photos/0/9/3/9/1/6/6/7/M_9391667_2.jpg?cache=20210618084403
1653074554-33;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/gent/9000/9920456?searchId=6287ea7090a5c;€ 450.000;4 slaapkamers;270;177;1930;Te renoveren;1 badkamer;F;9000;https://static.immoweb.be/photos/0/9/9/2/0/4/5/6/9920456_1.jpg?cache=20220519005410;https://static.immoweb.be/photos/0/9/9/2/0/4/5/6/M_9920456_2.jpg?cache=20220519005410
1653074569-39;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/zwevegem/8553/9916431?searchId=6287ea7090a5c;€ 487.000;3 slaapkamers;240;1280;1976;Goed;1 badkamer;C;8553;https://static.immoweb.be/photos/0/9/9/1/6/4/3/1/9916431_1.jpg?cache=20220517081352;https://static.immoweb.be/photos/0/9/9/1/6/4/3/1/M_9916431_2.jpg?cache=20220517081352
1653074502-13;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/de-pinte/9840/9912352?searchId=6287ea24e336a;€ 565.000;3 slaapkamers;201;1743;1966;Goed;1 badkamer;D;9840;https://static.immoweb.be/photos/0/9/9/1/2/3/5/2/9912352_1.jpg?cache=20220514032352;https://static.immoweb.be/photos/0/9/9/1/2/3/5/2/M_9912352_2.jpg?cache=20220514032352
1653074542-29;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/vloesberg/7880/9921418?searchId=6287ea24e336a;€ 665.000;5 slaapkamers;300;6570;;Op te frissen;2 badkamers;G;7880;https://static.immoweb.be/photos/0/9/9/2/1/4/1/8/9921418_1.jpg?cache=20220519113847;https://static.immoweb.be/photos/0/9/9/2/1/4/1/8/M_9921418_2.jpg?cache=20220519113847
1653074517-19;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/buizingen/1501/9907306?searchId=6287ea24e336a;€ 345.000;3 slaapkamers;132;720;1930;Goed;1 badkamer;E;1501;https://static.immoweb.be/photos/0/9/9/0/7/3/0/6/9907306_1.jpg?cache=20220512031853;https://static.immoweb.be/photos/0/9/9/0/7/3/0/6/M_9907306_2.jpg?cache=20220512031853
1653074669-80;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/uccle/1180/9869216?searchId=6287eabb03d5c;€ 715.000;5 slaapkamers;180;173;1950;Uitstekende staat;2 badkamers;E;1180;https://static.immoweb.be/photos/0/9/8/6/9/2/1/6/9869216_1.jpg?cache=20220421182859;https://static.immoweb.be/photos/0/9/8/6/9/2/1/6/M_9869216_2.jpg?cache=20220421182859
1653074827-145;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=21&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/riemst/3770/9679393?searchId=6287eb4d36d52;€ 449.000;5 slaapkamers;228;529;2008;Goed;1 badkamer;B;3770;https://static.immoweb.be/photos/0/9/6/7/9/3/9/3/9679393_1.jpg?cache=20211225031917;https://static.immoweb.be/photos/0/9/6/7/9/3/9/3/M_9679393_2.jpg?cache=20211225031917
1653074765-120;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/wichelen/9260/9882736?searchId=6287eb046601d;€ 499.000;3 slaapkamers;210;649;1973;Op te frissen;1 badkamer;F;9260;https://static.immoweb.be/photos/0/9/8/8/2/7/3/6/9882736_1.jpg?cache=20220429023843;https://static.immoweb.be/photos/0/9/8/8/2/7/3/6/M_9882736_2.jpg?cache=20220429023844
1653074763-119;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/elsene/1050/9627010?searchId=6287eb046601d;€ 500.000;3 slaapkamers;210;120;1936;Te renoveren;1 badkamer;F;1050;https://static.immoweb.be/photos/0/9/6/2/7/0/1/0/9627010_1.jpg?cache=20211121134344;https://static.immoweb.be/photos/0/9/6/2/7/0/1/0/M_9627010_2.jpg?cache=20211121134344
1653074519-20;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/halle/1500/9907303?searchId=6287ea24e336a;€ 345.000;3 slaapkamers;132;720;1930;Goed;1 badkamer;E;1500;https://static.immoweb.be/photos/0/9/9/0/7/3/0/3/9907303_1.jpg?cache=20220512031851;https://static.immoweb.be/photos/0/9/9/0/7/3/0/3/M_9907303_2.jpg?cache=20220512031851
1653074619-60;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/marche-en-famenne/6900/9659836?searchId=6287ea7090a5c;€ 1.250.000;17 slaapkamers;680;1500;2010;Uitstekende staat;8 badkamers;D;6900;https://static.immoweb.be/photos/0/9/6/5/9/8/3/6/9659836_1.jpg?cache=20211210061844;https://static.immoweb.be/photos/0/9/6/5/9/8/3/6/M_9659836_2.jpg?cache=20211210061845
1653074845-152;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=20&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/de-pinte/9840/9848436?searchId=6287eb966279d;Instelprijs :;5 slaapkamers;239;1070;1940;Te renoveren;2 badkamers;F;9840;https://static.immoweb.be/photos/0/9/8/4/8/4/3/6/9848436_1.jpg?cache=20220506080350;https://static.immoweb.be/photos/0/9/8/4/8/4/3/6/M_9848436_2.jpg?cache=20220506080350
1653074681-85;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/woluwe-saint-lambert/1200/9843419?searchId=6287eabb03d5c;€ 675.000;4 slaapkamers;250;350;1930;Goed;2 badkamers;G;1200;https://static.immoweb.be/photos/0/9/8/4/3/4/1/9/9843419_1.jpg?cache=20220405163843;https://static.immoweb.be/photos/0/9/8/4/3/4/1/9/M_9843419_2.jpg?cache=20220405163844
1653074609-56;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/rhode-saint-genese/1640/9797648?searchId=6287ea7090a5c;€ 2.750.000;5 slaapkamers;480;4539;1962;Uitstekende staat;4 badkamers;C;1640;https://static.immoweb.be/photos/0/9/7/9/7/6/4/8/9797648_1.jpg?cache=20220502142348;https://static.immoweb.be/photos/0/9/7/9/7/6/4/8/M_9797648_2.jpg?cache=20220502142845
1653074726-103;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/graven/1390/9889383?searchId=6287eb046601d;€ 575.000;4 slaapkamers;245;1369;1988;Goed;2 badkamers;B;1390;https://static.immoweb.be/photos/0/9/8/8/9/3/8/3/9889383_1.jpg?cache=20220503083344;https://static.immoweb.be/photos/0/9/8/8/9/3/8/3/M_9889383_2.jpg?cache=20220503083344
1653074737-108;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ekeren/2180/9866158?searchId=6287eb046601d;€ 549.000;3 slaapkamers;145;465;1958;Uitstekende staat;1 badkamer;B;2180;https://static.immoweb.be/photos/0/9/8/6/6/1/5/8/9866158_2.jpg?cache=20220420110547;https://static.immoweb.be/photos/0/9/8/6/6/1/5/8/M_9866158_1.jpg?cache=20220420110547
1653074791-130;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=21&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/woluwe-st-etienne/1932/9710151?searchId=6287eb4d36d52;€ 475.000;3 slaapkamers;150;150;1941;Net gerenoveerd;1 badkamer;B;1932;https://static.immoweb.be/photos/0/9/7/1/0/1/5/1/9710151_2.jpg?cache=20220118171415;https://static.immoweb.be/photos/0/9/7/1/0/1/5/1/M_9710151_6.jpg?cache=20220118171415
1653074527-23;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/herzele/9550/9903590?searchId=6287ea24e336a;€ 250.000;5 slaapkamers;245;231;1954;Te renoveren;2 badkamers;D;9550;https://static.immoweb.be/photos/0/9/9/0/3/5/9/0/9903590_1.jpg?cache=20220510132429;https://static.immoweb.be/photos/0/9/9/0/3/5/9/0/M_9903590_2.jpg?cache=20220510132429
1653074641-68;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/schaarbeek/1030/9814052?searchId=6287eabb03d5c;€ 970.000;5 slaapkamers;260;485;1954;Te renoveren;2 badkamers;G;1030;https://static.immoweb.be/photos/0/9/8/1/4/0/5/2/9814052_1.jpg?cache=20220319110934;https://static.immoweb.be/photos/0/9/8/1/4/0/5/2/M_9814052_2.jpg?cache=20220319110934
1653074739-109;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/groot-bijgaarden/1702/9867538?searchId=6287eb046601d;€ 549.000;3 slaapkamers;197;525;1956;Uitstekende staat;1 badkamer;E;1702;https://static.immoweb.be/photos/0/9/8/6/7/5/3/8/9867538_1.jpg?cache=20220421040356;https://static.immoweb.be/photos/0/9/8/6/7/5/3/8/M_9867538_2.jpg?cache=20220421040356
1653074770-121;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=21&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/anderlecht/1070/9852324?searchId=6287eb4d36d52;€ 499.000;4 slaapkamers;320;284;1905;Goed;2 badkamers;G;1070;https://static.immoweb.be/photos/0/9/8/5/2/3/2/4/9852324_1.jpg?cache=20220411171843;https://static.immoweb.be/photos/0/9/8/5/2/3/2/4/M_9852324_2.jpg?cache=20220411171843
1653074504-14;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/gent/9000/9912645?searchId=6287ea24e336a;€ 389.000;4 slaapkamers;140;237;1930;Goed;1 badkamer;C;9000;https://static.immoweb.be/photos/0/9/9/1/2/6/4/5/9912645_1.jpg?cache=20220514053914;https://static.immoweb.be/photos/0/9/9/1/2/6/4/5/M_9912645_2.jpg?cache=20220514053914
1653074497-11;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/hasselt/3500/9915250?searchId=6287ea24e336a;€ 625.000;3 slaapkamers;228;251;2009;Uitstekende staat;2 badkamers;A;3500;https://static.immoweb.be/photos/0/9/9/1/5/2/5/0/9915250_1.jpg?cache=20220516191843;https://static.immoweb.be/photos/0/9/9/1/5/2/5/0/M_9915250_2.jpg?cache=20220516191844
1653074650-72;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/elsene/1050/9833849?searchId=6287eabb03d5c;€ 850.000;5 slaapkamers;385;120;1920;Goed;4 badkamers;D;1050;https://static.immoweb.be/photos/0/9/8/3/3/8/4/9/9833849_1.jpg?cache=20220331040859;https://static.immoweb.be/photos/0/9/8/3/3/8/4/9/M_9833849_2.jpg?cache=20220331040859
1653074660-76;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Uitzonderlijk vastgoed;https://www.immoweb.be/nl/zoekertje/uitzonderlijk-vastgoed/te-koop/st-nicolas/9100/8503741?searchId=6287eabb03d5c;€ 739.000;9 slaapkamers;360;320;1850;Goed;3 badkamers;C;9100;https://media-resize.immowebstatic.be/classifieds/ab128d79-3737-40e8-8834-c51edbf41ab2/736x736/a348dac278fd15e205d571469a2149df.jpg?cache=20210611114431;https://media-resize.immowebstatic.be/classifieds/ab128d79-3737-40e8-8834-c51edbf41ab2/300x300/d1a738e72a9064dee1ee85d6efa01d24.jpg?cache=20210611114431
1653074644-69;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=23&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/lasne/1380/9705545?searchId=6287eabb03d5c;€ 949.000;5 slaapkamers;300;24687;1850;Goed;2 badkamers;D;1380;https://static.immoweb.be/photos/0/9/7/0/5/5/4/5/9705545_1.jpg?cache=20220116084024;https://static.immoweb.be/photos/0/9/7/0/5/5/4/5/M_9705545_2.jpg?cache=20220116084024
1653074861-159;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=20&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/anderlecht/1070/9723944?searchId=6287eb966279d;€ 425.000;4 slaapkamers;160;106;1932;Goed;2 badkamers;G;1070;https://static.immoweb.be/photos/0/9/7/2/3/9/4/4/9723944_13.jpg?cache=20220126094446;https://static.immoweb.be/photos/0/9/7/2/3/9/4/4/M_9723944_2.jpg?cache=20220126094446
1653074723-102;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=22&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/londerzeel/1840/9744355?searchId=6287eb046601d;€ 579.000;3 slaapkamers;172;945;1976;Uitstekende staat;2 badkamers;C;1840;https://static.immoweb.be/photos/0/9/7/4/4/3/5/5/9744355_1.jpg?cache=20220207213349;https://static.immoweb.be/photos/0/9/7/4/4/3/5/5/M_9744355_2.jpg?cache=20220207213349
1653074492-9;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/eigenbrakel/1420/9919526?searchId=6287ea24e336a;€ 195.000;3 slaapkamers;105;370;1920;Te renoveren;1 badkamer;E;1420;https://static.immoweb.be/photos/0/9/9/1/9/5/2/6/9919526_1.jpg?cache=20220518133349;https://static.immoweb.be/photos/0/9/9/1/9/5/2/6/M_9919526_2.jpg?cache=20220518133349
1653074509-16;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=25&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/koningslo/1800/9912928?searchId=6287ea24e336a;€ 349.000;3 slaapkamers;149;224;1949;Te renoveren;1 badkamer;E;1800;https://static.immoweb.be/photos/0/9/9/1/2/9/2/8/9912928_1.jpg?cache=20220514123904;https://static.immoweb.be/photos/0/9/9/1/2/9/2/8/M_9912928_2.jpg?cache=20220514123904
1653074606-55;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=24&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/forest/1190/9820231?searchId=6287ea7090a5c;€ 2.970.000;8 slaapkamers;507;210;1927;Net gerenoveerd;8 badkamers;D;1190;https://static.immoweb.be/photos/0/9/8/2/0/2/3/1/9820231_291.jpg?cache=20220323102256;https://static.immoweb.be/photos/0/9/8/2/0/2/3/1/M_9820231_30.jpg?cache=20220323102256
