web-scraper-order;web-scraper-start-url;links;links-href;prijs;slaapkamers;bewoonbare_ruimte;grond;bouwjaar;conditie;badkamers;energieklasse;postcode;image1;image2
1652227540-592;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/sint-agatha-berchem/1082/9887451?searchId=627afda10817c;€ 480.000;3 slaapkamers;217;271;1951;Goed;2 badkamers;D;1082;https://static.immoweb.be/photos/0/9/8/8/7/4/5/1/9887451_1.jpg?cache=20220502121346;https://static.immoweb.be/photos/0/9/8/8/7/4/5/1/M_9887451_2.jpg?cache=20220502121346
1652227424-542;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/appelterre-eichem/9400/9891617?searchId=627afd5b26b1c;€ 335.000;3 slaapkamers;160;320;1954;Goed;1 badkamer;D;9400;https://static.immoweb.be/photos/0/9/8/9/1/6/1/7/9891617_1.jpg?cache=20220504041351;https://static.immoweb.be/photos/0/9/8/9/1/6/1/7/M_9891617_2.jpg?cache=20220504041351
1652227422-541;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Uitzonderlijk vastgoed;https://www.immoweb.be/nl/zoekertje/uitzonderlijk-vastgoed/te-koop/ronse/9600/9891836?searchId=627afd5b26b1c;€ 549.000;4 slaapkamers;350;360;1938;Goed;2 badkamers;E;9600;https://static.immoweb.be/photos/0/9/8/9/1/8/3/6/9891836_1.jpg?cache=20220505044858;https://static.immoweb.be/photos/0/9/8/9/1/8/3/6/M_9891836_2.jpg?cache=20220505044858
1652227461-558;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/wielsbeke/8710/9898757?searchId=627afd5b26b1c;€ 365.000;3 slaapkamers;185;455;1951;Net gerenoveerd;1 badkamer;C;8710;https://static.immoweb.be/photos/0/9/8/9/8/7/5/7/9898757_1.jpg?cache=20220510042344;https://static.immoweb.be/photos/0/9/8/9/8/7/5/7/M_9898757_2.jpg?cache=20220510041846
1652227526-586;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Uitzonderlijk vastgoed;https://www.immoweb.be/nl/zoekertje/uitzonderlijk-vastgoed/te-koop/schaarbeek/1030/9887421?searchId=627afda10817c;€ 1.250.000;6 slaapkamers;300;200;1913;Uitstekende staat;4 badkamers;D;1030;https://static.immoweb.be/photos/0/9/8/8/7/4/2/1/9887421_1.jpg?cache=20220502115346;https://static.immoweb.be/photos/0/9/8/8/7/4/2/1/M_9887421_2.jpg?cache=20220502115346
1652227318-497;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/herstal/4041/9704943?searchId=627afcce4fe1f;€ 179.000;5 slaapkamers;106;1174;1918;Te renoveren;1 badkamer;G;4041;https://static.immoweb.be/photos/0/9/7/0/4/9/4/3/9704943_1.jpg?cache=20220115052345;https://static.immoweb.be/photos/0/9/7/0/4/9/4/3/M_9704943_2.jpg?cache=20220115052345
1652227347-510;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/liege/4000/9727425?searchId=627afcce4fe1f;€ 149.000;4 slaapkamers;113;64;1899;Goed;2 badkamers;E;4000;https://static.immoweb.be/photos/0/9/7/2/7/4/2/5/9727425_1.jpg?cache=20220128045849;https://static.immoweb.be/photos/0/9/7/2/7/4/2/5/M_9727425_2.jpg?cache=20220128045849
1652227249-468;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/sint-truiden/3800/9868131?searchId=627afc878852b;€ 224.000;4 slaapkamers;162;90;1930;Te renoveren;1 badkamer;D;3800;https://static.immoweb.be/photos/0/9/8/6/8/1/3/1/9868131_1.jpg?cache=20220421094846;https://static.immoweb.be/photos/0/9/8/6/8/1/3/1/M_9868131_2.jpg?cache=20220421094847
1652227517-582;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/aalter/9880/9896210?searchId=627afda10817c;€ 627.000;5 slaapkamers;320;841;2006;Uitstekende staat;1 badkamer;B;9880;https://static.immoweb.be/photos/0/9/8/9/6/2/1/0/9896210_1.jpg?cache=20220506041446;https://static.immoweb.be/photos/0/9/8/9/6/2/1/0/M_9896210_2.jpg?cache=20220506041446
1652227384-525;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/trooz/4870/9836318?searchId=627afd149c967;€ 79.000;2 slaapkamers;70;40;1909;Te renoveren;1 badkamer;D;4870;https://static.immoweb.be/photos/0/9/8/3/6/3/1/8/9836318_1.jpg?cache=20220401033857;https://static.immoweb.be/photos/0/9/8/3/6/3/1/8/M_9836318_2.jpg?cache=20220401033858
1652227298-488;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Gebouw voor gemengd gebruik;https://www.immoweb.be/nl/zoekertje/gebouw-gemengd-gebruik/te-koop/liege/4020/9737379?searchId=627afcce4fe1f;€ 199.000;2 slaapkamers;191;305;1918;Goed;1 badkamer;D;4020;https://static.immoweb.be/photos/0/9/7/3/7/3/7/9/9737379_1.jpg?cache=20220203033858;https://static.immoweb.be/photos/0/9/7/3/7/3/7/9/M_9737379_2.jpg?cache=20220203033858
1652227431-545;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/antwerpen/2020/9885501?searchId=627afd5b26b1c;€ 339.000;3 slaapkamers;138;75;2012;Uitstekende staat;1 badkamer;B;2020;https://static.immoweb.be/photos/0/9/8/8/5/5/0/1/9885501_1.jpg?cache=20220430043419;https://static.immoweb.be/photos/0/9/8/8/5/5/0/1/M_9885501_2.jpg?cache=20220430043419
1652227352-511;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/hermalle-sous-huy/4480/9645289?searchId=627afd149c967;€ 145.000;3 slaapkamers;108;156;1899;Te restaureren;1 badkamer;G;4480;https://static.immoweb.be/photos/0/9/6/4/5/2/8/9/9645289_1.jpg?cache=20211202030921;https://static.immoweb.be/photos/0/9/6/4/5/2/8/9/M_9645289_2.jpg?cache=20211202030921
1652227343-508;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/soumagne/4630/9776402?searchId=627afcce4fe1f;€ 149.000;2 slaapkamers;80;130;1899;Goed;1 badkamer;F;4630;https://static.immoweb.be/photos/0/9/7/7/6/4/0/2/9776402_1.jpg?cache=20220226051854;https://static.immoweb.be/photos/0/9/7/7/6/4/0/2/M_9776402_2.jpg?cache=20220226051854
1652227445-551;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/liege/4000/9876027?searchId=627afd5b26b1c;€ 225.000;3 slaapkamers;89;145;1955;Goed;1 badkamer;E;4000;https://static.immoweb.be/photos/0/9/8/7/6/0/2/7/9876027_1.jpg?cache=20220426041853;https://static.immoweb.be/photos/0/9/8/7/6/0/2/7/M_9876027_2.jpg?cache=20220426041853
1652227556-599;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Gebouw voor gemengd gebruik;https://www.immoweb.be/nl/zoekertje/gebouw-gemengd-gebruik/te-koop/kapelle-op-den-bos/1880/9787883?searchId=627afda10817c;€ 529.000;5 slaapkamers;347;343;1950;Goed;2 badkamers;C;1880;https://static.immoweb.be/photos/0/9/7/8/7/8/8/3/9787883_1.jpg?cache=20220304162345;https://static.immoweb.be/photos/0/9/7/8/7/8/8/3/M_9787883_2.jpg?cache=20220304162345
1652227236-462;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/juprelle/4450/9786283?searchId=627afc878852b;€ 229.000;2 slaapkamers;112;250;1975;Goed;1 badkamer;E;4450;https://static.immoweb.be/photos/0/9/7/8/6/2/8/3/9786283_1.jpg?cache=20220304025351;https://static.immoweb.be/photos/0/9/7/8/6/2/8/3/M_9786283_2.jpg?cache=20220304025351
1652227535-590;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/londerzeel/1840/9746586?searchId=627afda10817c;€ 549.000;6 slaapkamers;219;795;1971;Uitstekende staat;1 badkamer;D;1840;https://static.immoweb.be/photos/0/9/7/4/6/5/8/6/9746586_1.jpg?cache=20220208210342;https://static.immoweb.be/photos/0/9/7/4/6/5/8/6/M_9746586_2.jpg?cache=20220208210342
1652227404-534;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/gent/9050/9896396?searchId=627afd149c967;€ 385.000;3 slaapkamers;175;230;;Uitstekende staat;2 badkamers;A;9050;https://media-resize.immowebstatic.be/classifieds/82d9fb4d-863e-42d9-996a-a61f7c84068d/736x736/02bfa5dca212e7c76dda880ec75cc072.jpg?cache=20220506051909;https://media-resize.immowebstatic.be/classifieds/82d9fb4d-863e-42d9-996a-a61f7c84068d/300x300/a4c83cf26ffd490492dfc7e708866676.jpg?cache=20220506051909
1652227531-588;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/schaarbeek/1030/9887577?searchId=627afda10817c;€ 685.000;4 slaapkamers;200;235;1902;Op te frissen;2 badkamers;E;1030;https://static.immoweb.be/photos/0/9/8/8/7/5/7/7/9887577_1.jpg?cache=20220502132349;https://static.immoweb.be/photos/0/9/8/8/7/5/7/7/M_9887577_2.jpg?cache=20220504033859
1652227438-548;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ougree/4102/9886002?searchId=627afd5b26b1c;€ 140.000;2 slaapkamers;136;65;1899;Op te frissen;1 badkamer;E;4102;https://static.immoweb.be/photos/0/9/8/8/6/0/0/2/9886002_1.jpg?cache=20220430195934;https://static.immoweb.be/photos/0/9/8/8/6/0/0/2/M_9886002_2.jpg?cache=20220430195934
1652227268-476;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/graven/1390/9640657?searchId=627afc878852b;€ 215.000;2 slaapkamers;90;332;1960;Goed;1 badkamer;E;1390;https://static.immoweb.be/photos/0/9/6/4/0/6/5/7/9640657_1.jpg?cache=20220201112844;https://static.immoweb.be/photos/0/9/6/4/0/6/5/7/M_9640657_2.jpg?cache=20220201112844
1652227483-568;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/villers-le-bouillet/4530/9504321?searchId=627afd5b26b1c;€ 310.000;3 slaapkamers;160;815;2021;Goed;1 badkamer;B;4530;https://static.immoweb.be/photos/0/9/5/0/4/3/2/1/9504321_1.jpg?cache=20220316164852;https://static.immoweb.be/photos/0/9/5/0/4/3/2/1/M_9504321_2.jpg?cache=20220316164852
1652227398-531;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/kontich/2550/9899331?searchId=627afd149c967;€ 595.000;4 slaapkamers;251;1038;1980;Uitstekende staat;1 badkamer;Niet gespecificeerd;2550;https://media-resize.immowebstatic.be/classifieds/64a189ed-27ee-444b-a5c5-e19a1815e7d8/736x736/824d621b178e9a9bb4f19867c06e7645.jpg?cache=20220507144403;https://media-resize.immowebstatic.be/classifieds/64a189ed-27ee-444b-a5c5-e19a1815e7d8/300x300/0e74f11a750103a2f0c344d58c79ad75.jpg?cache=20220507144403
1652227558-600;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/schaarbeek/1030/9880761?searchId=627afda10817c;€ 510.000;5 slaapkamers;190;110;1931;Goed;2 badkamers;G;1030;https://static.immoweb.be/photos/0/9/8/8/0/7/6/1/9880761_1.jpg?cache=20220428041903;https://static.immoweb.be/photos/0/9/8/8/0/7/6/1/M_9880761_2.jpg?cache=20220428041903
1652227416-539;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ronse/9600/9897522?searchId=627afd149c967;€ 135.500;2 slaapkamers;110;260;1952;Op te frissen;1 badkamer;D;9600;https://static.immoweb.be/photos/0/9/8/9/7/5/2/2/9897522_1.jpg?cache=20220506145406;https://static.immoweb.be/photos/0/9/8/9/7/5/2/2/M_9897522_2.jpg?cache=20220506145406
1652227357-513;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ronse/9600/9270934?searchId=627afd149c967;€ 139.000;2 slaapkamers;130;50;1930;Goed;1 badkamer;D;9600;https://static.immoweb.be/photos/0/9/2/7/0/9/3/4/9270934_1.jpg?cache=20210409043441;https://static.immoweb.be/photos/0/9/2/7/0/9/3/4/M_9270934_2.jpg?cache=20210409043441
1652227429-544;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Herenhuis;https://www.immoweb.be/nl/zoekertje/herenhuis/te-koop/schaarbeek/1030/9712891?searchId=627afd5b26b1c;€ 745.000;5 slaapkamers;248;195;1901;Goed;2 badkamers;E;1030;https://static.immoweb.be/photos/0/9/7/1/2/8/9/1/9712891_1.jpg?cache=20220120023345;https://static.immoweb.be/photos/0/9/7/1/2/8/9/1/M_9712891_2.jpg?cache=20220120023345
1652227361-515;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/oupeye/4682/9679518?searchId=627afd149c967;€ 129.000;3 slaapkamers;116;182;1919;Op te frissen;2 badkamers;E;4682;https://static.immoweb.be/photos/0/9/6/7/9/5/1/8/9679518_1.jpg?cache=20211225045345;https://static.immoweb.be/photos/0/9/6/7/9/5/1/8/M_9679518_2.jpg?cache=20211225045345
1652227329-502;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/heuvelland/8950/9850471?searchId=627afcce4fe1f;€ 167.000;3 slaapkamers;190;190;1932;Goed;1 badkamer;C;8950;https://media-resize.immowebstatic.be/classifieds/9691d6ca-d255-4b6f-ba5f-7552ecc2adb8/736x736/81b5b9cf768a4219326473c43e510d4f.jpg?cache=20220409132637;https://media-resize.immowebstatic.be/classifieds/9691d6ca-d255-4b6f-ba5f-7552ecc2adb8/300x300/4e5042b73a670b2ff31406626fd1212a.jpg?cache=20220409132637
1652227465-560;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/zottegem/9620/9898119?searchId=627afd5b26b1c;€ 250.000;2 slaapkamers;138;530;1951;Uitstekende staat;1 badkamer;C;9620;https://static.immoweb.be/photos/0/9/8/9/8/1/1/9/9898119_1.jpg?cache=20220507224409;https://static.immoweb.be/photos/0/9/8/9/8/1/1/9/M_9898119_2.jpg?cache=20220507224409
1652227266-475;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ronse/9600/9867738?searchId=627afc878852b;€ 215.000;2 slaapkamers;132;180;1930;Goed;1 badkamer;C;9600;https://static.immoweb.be/photos/0/9/8/6/7/7/3/8/9867738_1.jpg?cache=20220421045003;https://static.immoweb.be/photos/0/9/8/6/7/7/3/8/M_9867738_2.jpg?cache=20220421045003
1652227470-562;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/vielsalm/6690/9893980?searchId=627afd5b26b1c;€ 690.000;7 slaapkamers;400;2134;1890;Uitstekende staat;3 badkamers;E;6690;https://static.immoweb.be/photos/0/9/8/9/3/9/8/0/9893980_1.jpg?cache=20220505045845;https://static.immoweb.be/photos/0/9/8/9/3/9/8/0/M_9893980_2.jpg?cache=20220505045845
1652227463-559;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/wielsbeke/8710/9898758?searchId=627afd5b26b1c;€ 365.000;3 slaapkamers;185;455;1951;Net gerenoveerd;1 badkamer;C;8710;https://static.immoweb.be/photos/0/9/8/9/8/7/5/8/9898758_1.jpg?cache=20220507035856;https://static.immoweb.be/photos/0/9/8/9/8/7/5/8/M_9898758_2.jpg?cache=20220507035857
1652227452-554;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Boerderij;https://www.immoweb.be/nl/zoekertje/boerderij/te-koop/ouffet/4590/9901291?searchId=627afd5b26b1c;€ 449.000;7 slaapkamers;363;2450;1890;Goed;3 badkamers;G;4590;https://static.immoweb.be/photos/0/9/9/0/1/2/9/1/9901291_1.jpg?cache=20220509152847;https://static.immoweb.be/photos/0/9/9/0/1/2/9/1/M_9901291_2.jpg?cache=20220509152847
1652227551-597;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/etterbeek/1040/9880748?searchId=627afda10817c;€ 695.000;5 slaapkamers;285;167;1897;Op te frissen;4 badkamers;D;1040;https://static.immoweb.be/photos/0/9/8/8/0/7/4/8/9880748_1.jpg?cache=20220428041845;https://static.immoweb.be/photos/0/9/8/8/0/7/4/8/M_9880748_2.jpg?cache=20220428041845
1652227447-552;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/gent/9000/9876264?searchId=627afd5b26b1c;€ 199.500;2 slaapkamers;53;49;1860;Te renoveren;1 badkamer;D;9000;https://static.immoweb.be/photos/0/9/8/7/6/2/6/4/9876264_1.jpg?cache=20220426060910;https://static.immoweb.be/photos/0/9/8/7/6/2/6/4/M_9876264_2.jpg?cache=20220426060910
1652227533-589;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/st-andries/8200/9887953?searchId=627afda10817c;€ 549.000;3 slaapkamers;145;495;1958;Net gerenoveerd;2 badkamers;D;8200;https://static.immoweb.be/photos/0/9/8/8/7/9/5/3/9887953_7.jpg?cache=20220502164158;https://static.immoweb.be/photos/0/9/8/8/7/9/5/3/M_9887953_10.jpg?cache=20220502164158
1652227481-567;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/villers-le-bouillet/4530/9504320?searchId=627afd5b26b1c;€ 310.000;3 slaapkamers;160;810;2021;Goed;1 badkamer;B;4530;https://static.immoweb.be/photos/0/9/5/0/4/3/2/0/9504320_1.jpg?cache=20220316165345;https://static.immoweb.be/photos/0/9/5/0/4/3/2/0/M_9504320_2.jpg?cache=20220316164851
1652227252-469;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/la-louviere/7100/9725052?searchId=627afc878852b;€ 220.000;5 slaapkamers;170;359;2005;Goed;1 badkamer;C;7100;https://static.immoweb.be/photos/0/9/7/2/5/0/5/2/9725052_1.jpg?cache=20220126215343;https://static.immoweb.be/photos/0/9/7/2/5/0/5/2/M_9725052_2.jpg?cache=20220315034407
1652227363-516;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=8&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/liege/4020/9759181?searchId=627afd149c967;€ 129.000;5 slaapkamers;282;100;1900;Te renoveren;2 badkamers;C;4020;https://static.immoweb.be/photos/0/9/7/5/9/1/8/1/9759181_1.jpg?cache=20220216023903;https://static.immoweb.be/photos/0/9/7/5/9/1/8/1/M_9759181_2.jpg?cache=20220216023903
1652227263-474;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/herstal-milmort/4041/9735427?searchId=627afc878852b;€ 219.000;3 slaapkamers;105;1009;1918;Goed;2 badkamers;G;4041;https://static.immoweb.be/photos/0/9/7/3/5/4/2/7/9735427_1.jpg?cache=20220202054921;https://static.immoweb.be/photos/0/9/7/3/5/4/2/7/M_9735427_2.jpg?cache=20220202054921
1652227277-480;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Gebouw voor gemengd gebruik;https://www.immoweb.be/nl/zoekertje/gebouw-gemengd-gebruik/te-koop/aywaille/4920/9246863?searchId=627afc878852b;€ 209.000;5 slaapkamers;208;209;1932;Te renoveren;1 badkamer;E;4920;https://static.immoweb.be/photos/0/9/2/4/6/8/6/3/9246863_1.jpg?cache=20210327174451;https://static.immoweb.be/photos/0/9/2/4/6/8/6/3/M_9246863_2.jpg?cache=20210326024436
1652227542-593;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=6&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/zottegem/9620/9886735?searchId=627afda10817c;€ 348.000;3 slaapkamers;186;552;2001;Op te frissen;1 badkamer;D;9620;https://static.immoweb.be/photos/0/9/8/8/6/7/3/5/9886735_1.jpg?cache=20220501222543;https://static.immoweb.be/photos/0/9/8/8/6/7/3/5/M_9886735_2.jpg?cache=20220501222543
1652227307-492;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/seraing/4100/9819963?searchId=627afcce4fe1f;€ 189.000;4 slaapkamers;120;420;1918;Goed;1 badkamer;C;4100;https://static.immoweb.be/photos/0/9/8/1/9/9/6/3/9819963_1.jpg?cache=20220323065407;https://static.immoweb.be/photos/0/9/8/1/9/9/6/3/M_9819963_2.jpg?cache=20220323065407
1652227322-499;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/puurs/2870/9739725?searchId=627afcce4fe1f;€ 179.000;2 slaapkamers;87;86;1887;Op te frissen;1 badkamer;D;2870;https://static.immoweb.be/photos/0/9/7/3/9/7/2/5/9739725_1.jpg?cache=20220422171346;https://static.immoweb.be/photos/0/9/7/3/9/7/2/5/M_9739725_2.jpg?cache=20220422171346
1652227259-472;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/trooz/4870/9776401?searchId=627afc878852b;€ 219.000;5 slaapkamers;278;1091;1918;Te renoveren;1 badkamer;G;4870;https://static.immoweb.be/photos/0/9/7/7/6/4/0/1/9776401_1.jpg?cache=20220226051852;https://static.immoweb.be/photos/0/9/7/7/6/4/0/1/M_9776401_2.jpg?cache=20220226051852
1652227327-501;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/seraing-ougree/4102/9846452?searchId=627afcce4fe1f;€ 169.000;3 slaapkamers;134;122;1918;Goed;1 badkamer;F;4102;https://static.immoweb.be/photos/0/9/8/4/6/4/5/2/9846452_1.jpg?cache=20220407055858;https://static.immoweb.be/photos/0/9/8/4/6/4/5/2/M_9846452_2.jpg?cache=20220407055858
1652227243-465;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/ronse/9600/9862498?searchId=627afc878852b;€ 225.000;3 slaapkamers;150;450;1930;Net gerenoveerd;1 badkamer;D;9600;https://static.immoweb.be/photos/0/9/8/6/2/4/9/8/9862498_1.jpg?cache=20220418023359;https://static.immoweb.be/photos/0/9/8/6/2/4/9/8/M_9862498_2.jpg?cache=20220418023359
1652227436-547;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/trooz/4870/9885017?searchId=627afd5b26b1c;€ 189.000;6 slaapkamers;200;587;1887;Te renoveren;1 badkamer;C;4870;https://static.immoweb.be/photos/0/9/8/8/5/0/1/7/9885017_1.jpg?cache=20220430031350;https://static.immoweb.be/photos/0/9/8/8/5/0/1/7/M_9885017_2.jpg?cache=20220430031350
1652227284-482;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=9&orderBy=relevance;Appartementsblok;https://www.immoweb.be/nl/zoekertje/appartementsblok/te-koop/grace-hollogne/4460/9599327?searchId=627afcce4fe1f;€ 200.000;3 slaapkamers;160;173;1910;Op te frissen;2 badkamers;E;4460;https://static.immoweb.be/photos/0/9/5/9/9/3/2/7/9599327_1.jpg?cache=20211103030846;https://static.immoweb.be/photos/0/9/5/9/9/3/2/7/M_9599327_2.jpg?cache=20211103030846
1652227467-561;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=7&orderBy=relevance;Villa;https://www.immoweb.be/nl/zoekertje/villa/te-koop/groot-bijgaarden/1702/9894231?searchId=627afd5b26b1c;€ 695.000;4 slaapkamers;206;1762;1984;Uitstekende staat;1 badkamer;C;1702;https://static.immoweb.be/photos/0/9/8/9/4/2/3/1/9894231_1.jpg?cache=20220505091854;https://static.immoweb.be/photos/0/9/8/9/4/2/3/1/M_9894231_2.jpg?cache=20220505091854
1652227225-457;https://www.immoweb.be/nl/zoeken/huis/te-koop?countries=BE&page=10&orderBy=relevance;Huis;https://www.immoweb.be/nl/zoekertje/huis/te-koop/oppuurs/2890/9656777?searchId=627afc878852b;€ 234.000;2 slaapkamers;135;125;1957;Goed;1 badkamer;D;2890;https://static.immoweb.be/photos/0/9/6/5/6/7/7/7/9656777_1.jpg?cache=20220208151346;https://static.immoweb.be/photos/0/9/6/5/6/7/7/7/M_9656777_2.jpg?cache=20220304174843
